kepler_name,koi_disposition,koi_pdisposition,koi_period,koi_duration,koi_depth
Kepler-1248 b,CONFIRMED,CANDIDATE,7.46718958,3.633,75.7
Kepler-1249 b,CONFIRMED,CANDIDATE,24.3344939,6.557,323.1
Kepler-125 b,CONFIRMED,CANDIDATE,4.164384505,1.8464,2338.0
Kepler-125 c,CONFIRMED,CANDIDATE,5.77440326,1.768,245.3
Kepler-1250 b,CONFIRMED,CANDIDATE,2.607545159,1.3916,351.5
Kepler-1251 b,CONFIRMED,CANDIDATE,45.0909201,4.605,436.3
Kepler-1252 b,CONFIRMED,CANDIDATE,15.0539886,4.422,221.5
Kepler-1253 b,CONFIRMED,CANDIDATE,68.8861017,5.925,143.9
Kepler-1254 b,CONFIRMED,CANDIDATE,9.99115241,2.657,391.7
Kepler-1254 c,CONFIRMED,CANDIDATE,3.60082855,1.938,296.3
Kepler-1254 d,CONFIRMED,CANDIDATE,5.72716067,2.23,310.9
Kepler-1255 b,CONFIRMED,CANDIDATE,36.292017,8.198,374.7
Kepler-1256 b,CONFIRMED,CANDIDATE,12.4128518,4.298,108.1
Kepler-1257 b,CONFIRMED,CANDIDATE,2.66831274,2.4141,266.2
Kepler-1258 b,CONFIRMED,CANDIDATE,0.984941669,1.9724,81.4
Kepler-1259 b,CONFIRMED,CANDIDATE,0.663085361,1.1522,322.7
Kepler-126 b,CONFIRMED,CANDIDATE,10.49566303,4.7356,106.1
Kepler-126 c,CONFIRMED,CANDIDATE,21.86965714,5.5177,125.5
Kepler-126 d,CONFIRMED,CANDIDATE,100.2830675,10.8636,351.2
Kepler-1260 b,CONFIRMED,CANDIDATE,19.1187425,6.805,217.5
Kepler-1261 b,CONFIRMED,CANDIDATE,48.4313003,4.03,886.4
Kepler-1262 b,CONFIRMED,CANDIDATE,8.679037,2.864,301.6
Kepler-1263 b,CONFIRMED,CANDIDATE,4.5513988,2.457,188.7
Kepler-1264 b,CONFIRMED,CANDIDATE,0.968527683,1.3672,114.6
Kepler-1265 b,CONFIRMED,CANDIDATE,6.49441464,2.344,357.3
Kepler-1266 b,CONFIRMED,CANDIDATE,28.4750006,4.718,763.8
Kepler-1266 c,CONFIRMED,CANDIDATE,4.86634094,1.885,366.7
Kepler-1267 b,CONFIRMED,CANDIDATE,13.0313583,4.521,573.3
Kepler-1268 b,CONFIRMED,CANDIDATE,40.9905002,7.336,297.3
Kepler-1269 b,CONFIRMED,CANDIDATE,37.3331165,7.643,187.8
Kepler-127 b,CONFIRMED,CANDIDATE,14.4359459,3.414,107.3
Kepler-127 c,CONFIRMED,CANDIDATE,29.39337161,7.0445,327.0
Kepler-127 d,CONFIRMED,CANDIDATE,48.6303805,7.0805,339.8
Kepler-1270 b,CONFIRMED,CANDIDATE,6.03355539,10.049,89.5
Kepler-1271 b,CONFIRMED,CANDIDATE,3.02558494,3.0008,128.3
Kepler-1272 b,CONFIRMED,CANDIDATE,51.1319346,6.019,382.3
Kepler-1273 b,CONFIRMED,CANDIDATE,28.6253502,4.551,652.7
Kepler-1274 b,CONFIRMED,CANDIDATE,6.98141327,6.527,38.0
Kepler-1275 b,CONFIRMED,CANDIDATE,3.65690909,2.064,107.4
Kepler-1276 b,CONFIRMED,CANDIDATE,12.5722897,4.765,86.5
Kepler-1277 b,CONFIRMED,CANDIDATE,40.8366307,4.956,264.8
Kepler-1278 b,CONFIRMED,CANDIDATE,3.23941775,2.569,77.4
Kepler-1279 b,CONFIRMED,CANDIDATE,23.4772553,6.735,141.4
Kepler-128 b,CONFIRMED,CANDIDATE,15.0896415,4.3349,77.8
Kepler-128 c,CONFIRMED,CANDIDATE,22.8030252,4.768,62.9
Kepler-1280 b,CONFIRMED,CANDIDATE,66.5576728,10.532,214.2
Kepler-1281 b,CONFIRMED,CANDIDATE,3.11604194,1.7763,345.2
Kepler-1282 b,CONFIRMED,CANDIDATE,2.131945045,1.8061,269.4
Kepler-1283 b,CONFIRMED,CANDIDATE,12.9462567,9.568,168.7
Kepler-1284 b,CONFIRMED,CANDIDATE,0.664074145,1.0925,212.6
Kepler-1285 b,CONFIRMED,CANDIDATE,14.7966306,5.613,56.1
Kepler-1286 b,CONFIRMED,CANDIDATE,11.25401871,4.759,433.4
Kepler-1287 b,CONFIRMED,CANDIDATE,11.47685263,2.756,240.6
Kepler-1288 b,CONFIRMED,CANDIDATE,2.7612237,3.681,66.8
Kepler-1289 b,CONFIRMED,CANDIDATE,7.99022379,3.273,165.9
Kepler-129 b,CONFIRMED,CANDIDATE,15.79196594,7.2772,203.1
Kepler-129 c,CONFIRMED,CANDIDATE,82.2001239,10.627,233.9
Kepler-1290 b,CONFIRMED,CANDIDATE,4.69505576,3.058,240.0
Kepler-1291 b,CONFIRMED,CANDIDATE,8.63050092,3.144,325.8
Kepler-1292 b,CONFIRMED,CANDIDATE,3.27645723,2.219,323.0
Kepler-1293 b,CONFIRMED,CANDIDATE,5.57654782,3.673,53.6
Kepler-1294 b,CONFIRMED,CANDIDATE,115.6863392,4.65,945.9
Kepler-1295 b,CONFIRMED,CANDIDATE,3.81371423,1.973,281.0
Kepler-1296 b,CONFIRMED,CANDIDATE,8.38395796,5.2,108.5
Kepler-1297 b,CONFIRMED,CANDIDATE,1.68189051,2.992,83.2
Kepler-1298 b,CONFIRMED,CANDIDATE,7.12815163,5.522,45.9
Kepler-1299 b,CONFIRMED,CANDIDATE,19.9401211,4.283,758.9
Kepler-13 b,CONFIRMED,CANDIDATE,1.763587535,3.16877,4590.6
Kepler-130 b,CONFIRMED,CANDIDATE,8.45744892,3.2893,77.4
Kepler-130 c,CONFIRMED,CANDIDATE,27.50871575,5.9291,639.2
Kepler-130 d,CONFIRMED,CANDIDATE,87.5177787,2.55,136.5
Kepler-1300 b,CONFIRMED,CANDIDATE,22.2420032,7.532,63.5
Kepler-1301 b,CONFIRMED,CANDIDATE,9.08233411,2.008,296.9
Kepler-1302 b,CONFIRMED,CANDIDATE,8.83929462,1.719,316.2
Kepler-1303 b,CONFIRMED,CANDIDATE,7.56126152,2.851,180.6
Kepler-1304 b,CONFIRMED,CANDIDATE,16.1289679,6.271,389.0
Kepler-1305 b,CONFIRMED,CANDIDATE,13.5631157,5.438,336.4
Kepler-1306 b,CONFIRMED,CANDIDATE,16.2959916,2.116,369.6
Kepler-1307 b,CONFIRMED,CANDIDATE,18.0161227,4.016,499.5
Kepler-1308 b,CONFIRMED,CANDIDATE,2.10433534,1.1168,242.1
Kepler-1309 b,CONFIRMED,CANDIDATE,28.8431751,3.171,756.7
Kepler-131 b,CONFIRMED,CANDIDATE,16.09196369,2.8943,415.8
Kepler-131 c,CONFIRMED,CANDIDATE,25.5172744,4.735,66.8
Kepler-1310 b,CONFIRMED,CANDIDATE,0.679336747,1.2188,240.7
Kepler-1311 b,CONFIRMED,CANDIDATE,11.1726723,6.106,76.8
Kepler-1311 c,CONFIRMED,CANDIDATE,2.53573284,3.989,68.0
Kepler-1311 d,CONFIRMED,CANDIDATE,197.5111484,11.106,2575.6
Kepler-1312 b,CONFIRMED,CANDIDATE,5.448321078,2.2213,529.4
Kepler-1312 c,CONFIRMED,CANDIDATE,1.116127169,1.3235,109.2
Kepler-1313 b,CONFIRMED,CANDIDATE,3.833087643,1.51,461.4
Kepler-1314 b,CONFIRMED,CANDIDATE,5.424749327,1.139,7680.0
Kepler-1315 b,CONFIRMED,CANDIDATE,0.843379985,1.4474,343.3
Kepler-1315 c,CONFIRMED,CANDIDATE,6.56606941,1.8455,402.4
Kepler-1316 b,CONFIRMED,CANDIDATE,87.9724227,14.638,866.7
Kepler-1317 b,CONFIRMED,CANDIDATE,0.568874717,1.2177,378.4
Kepler-1318 b,CONFIRMED,CANDIDATE,213.258526,7.768,1992.3
Kepler-1319 b,CONFIRMED,CANDIDATE,2.8867624,0.9879,631.8
Kepler-132 b,CONFIRMED,CANDIDATE,6.17817366,3.2601,101.9
Kepler-132 c,CONFIRMED,CANDIDATE,6.41491277,3.3629,121.0
Kepler-132 d,CONFIRMED,CANDIDATE,18.01019956,3.516,177.7
Kepler-132 e,CONFIRMED,CANDIDATE,110.2867031,4.427,145.3
Kepler-1320 b,CONFIRMED,CANDIDATE,0.868386354,1.066,488.5
Kepler-1321 b,CONFIRMED,CANDIDATE,11.12827427,2.6118,6057.0
Kepler-1321 c,CONFIRMED,CANDIDATE,2.226496196,1.7073,1839.1
Kepler-1321 d,CONFIRMED,CANDIDATE,5.72084599,2.744,1316.0
Kepler-1322 b,CONFIRMED,CANDIDATE,0.962864171,1.6802,303.5
Kepler-1322 c,CONFIRMED,CANDIDATE,6.46004728,1.979,394.2
Kepler-1323 b,CONFIRMED,CANDIDATE,0.929906166,1.743,108.7
Kepler-1324 b,CONFIRMED,CANDIDATE,4.11585514,1.4858,425.8
Kepler-1325 b,CONFIRMED,CANDIDATE,33.878639,6.194,700.1
Kepler-1326 b,CONFIRMED,CANDIDATE,42.3520039,7.773,512.6
Kepler-1327 b,CONFIRMED,CANDIDATE,14.8877665,4.981,252.5
Kepler-1328 b,CONFIRMED,CANDIDATE,4.52158614,3.4702,106.2
Kepler-1329 b,CONFIRMED,CANDIDATE,9.33648141,2.5449,885.4
Kepler-133 b,CONFIRMED,CANDIDATE,8.12999858,2.1492,148.0
Kepler-133 c,CONFIRMED,CANDIDATE,31.51779463,7.634,357.6
Kepler-1330 b,CONFIRMED,CANDIDATE,10.10773789,3.828,294.9
Kepler-1331 b,CONFIRMED,CANDIDATE,0.789160884,0.9268,215.1
Kepler-1332 b,CONFIRMED,CANDIDATE,11.87457664,1.9797,220.7
Kepler-1333 b,CONFIRMED,CANDIDATE,109.6469948,6.568,899.7
Kepler-1334 b,CONFIRMED,CANDIDATE,15.64588656,3.959,572.1
Kepler-1335 b,CONFIRMED,CANDIDATE,6.26404774,2.39,378.7
Kepler-1336 b,CONFIRMED,CANDIDATE,23.1985852,9.821,224.7
Kepler-1336 c,CONFIRMED,CANDIDATE,5.77721259,2.462,134.3
Kepler-1337 b,CONFIRMED,CANDIDATE,24.4004378,2.987,860.5
Kepler-1338 b,CONFIRMED,CANDIDATE,0.935115863,1.6172,64.8
Kepler-1339 b,CONFIRMED,CANDIDATE,1.34155642,1.6462,58.2
Kepler-134 b,CONFIRMED,CANDIDATE,5.317440164,2.9331,292.5
Kepler-134 c,CONFIRMED,CANDIDATE,10.10575764,2.0138,116.8
Kepler-1340 b,CONFIRMED,CANDIDATE,0.665025941,1.7542,104.7
Kepler-1341 b,CONFIRMED,CANDIDATE,132.9955503,7.436,1275.4
Kepler-1342 b,CONFIRMED,CANDIDATE,2.21571296,1.8211,285.1
Kepler-1343 b,CONFIRMED,CANDIDATE,3.35184041,1.9855,345.3
Kepler-1344 b,CONFIRMED,CANDIDATE,4.76831033,3.2363,251.8
Kepler-1345 b,CONFIRMED,CANDIDATE,44.616751,7.831,239.7
Kepler-1346 b,CONFIRMED,CANDIDATE,3.40165617,1.9617,155.9
Kepler-1347 b,CONFIRMED,CANDIDATE,14.00948631,3.399,169.9
Kepler-1348 b,CONFIRMED,CANDIDATE,27.5722144,5.256,296.3
Kepler-1349 b,CONFIRMED,CANDIDATE,2.12821621,3.146,25.9
Kepler-135 b,CONFIRMED,CANDIDATE,6.002548291,4.1628,202.0
Kepler-135 c,CONFIRMED,CANDIDATE,11.44865823,4.953,75.2
Kepler-1350 b,CONFIRMED,CANDIDATE,4.49686066,1.7306,1932.5
Kepler-1351 b,CONFIRMED,CANDIDATE,0.916142298,1.1555,98.5
Kepler-1352 b,CONFIRMED,CANDIDATE,1.877878538,2.39,47.5
Kepler-1353 b,CONFIRMED,CANDIDATE,24.7543849,3.39,593.3
Kepler-1354 b,CONFIRMED,CANDIDATE,76.6139446,10.22,498.7
Kepler-1355 b,CONFIRMED,CANDIDATE,1.289590179,1.3541,286.0
Kepler-1356 b,CONFIRMED,CANDIDATE,0.634003002,0.9207,316.9
Kepler-1357 b,CONFIRMED,CANDIDATE,3.00912491,2.228,191.4
Kepler-1358 b,CONFIRMED,CANDIDATE,7.06321927,2.411,207.2
Kepler-1359 b,CONFIRMED,CANDIDATE,59.4969009,5.404,1262.1
Kepler-136 b,CONFIRMED,CANDIDATE,11.57890926,2.7207,243.4
Kepler-136 c,CONFIRMED,CANDIDATE,16.39926461,3.4108,220.8
Kepler-1360 b,CONFIRMED,CANDIDATE,40.5289885,10.604,360.7
Kepler-1361 b,CONFIRMED,CANDIDATE,3.57551429,2.364,92.8
Kepler-1362 b,CONFIRMED,CANDIDATE,136.205112,5.568,1209.3
Kepler-1363 b,CONFIRMED,CANDIDATE,2.94194296,2.056,278.0
Kepler-1364 b,CONFIRMED,CANDIDATE,13.32191461,6.213,133.5
Kepler-1365 b,CONFIRMED,CANDIDATE,7.69994466,4.432,70.9
Kepler-1365 c,CONFIRMED,CANDIDATE,4.77466043,3.804,54.3
Kepler-1366 b,CONFIRMED,CANDIDATE,2.164570593,1.2862,525.1
Kepler-1367 b,CONFIRMED,CANDIDATE,1.574090323,1.5796,224.9
Kepler-1368 b,CONFIRMED,CANDIDATE,0.675650404,1.8261,200.7
Kepler-1369 b,CONFIRMED,CANDIDATE,25.8730914,5.085,694.4
Kepler-137 b,CONFIRMED,CANDIDATE,8.43639829,3.2451,345.5
Kepler-137 c,CONFIRMED,CANDIDATE,18.73577127,3.0356,567.2
Kepler-1370 b,CONFIRMED,CANDIDATE,20.2642023,4.664,185.3
Kepler-1370 c,CONFIRMED,CANDIDATE,7.44136102,4.554,79.7
Kepler-1371 b,CONFIRMED,CANDIDATE,3.4462125,2.101,83.5
Kepler-1371 c,CONFIRMED,CANDIDATE,2.005414293,1.934,59.5
Kepler-1372 b,CONFIRMED,CANDIDATE,1.311558909,1.919,141.3
Kepler-1373 b,CONFIRMED,CANDIDATE,1.291233083,1.855,66.0
Kepler-1374 b,CONFIRMED,CANDIDATE,10.65275054,2.684,740.7
Kepler-1375 b,CONFIRMED,CANDIDATE,3.30040818,4.462,98.8
Kepler-1376 b,CONFIRMED,CANDIDATE,5.30873978,3.018,127.5
Kepler-1377 b,CONFIRMED,CANDIDATE,0.740926358,1.0163,195.5
Kepler-1378 b,CONFIRMED,CANDIDATE,11.95401876,2.656,855.9
Kepler-1379 b,CONFIRMED,CANDIDATE,0.88184263,1.3117,249.9
Kepler-138 b,CONFIRMED,CANDIDATE,10.31282204,2.0138,137.6
Kepler-138 c,CONFIRMED,CANDIDATE,13.78109471,2.3188,756.0
Kepler-138 d,CONFIRMED,CANDIDATE,23.08902241,1.7012,598.3
Kepler-1380 b,CONFIRMED,CANDIDATE,10.3108232,5.617,204.0
Kepler-1381 b,CONFIRMED,CANDIDATE,25.384175,3.576,594.0
Kepler-1382 b,CONFIRMED,CANDIDATE,16.3583482,9.858,116.4
Kepler-1383 b,CONFIRMED,CANDIDATE,13.9093544,6.765,86.8
Kepler-1384 b,CONFIRMED,CANDIDATE,15.3626052,3.736,468.3
Kepler-1385 b,CONFIRMED,CANDIDATE,2.88878583,2.977,40.9
Kepler-1386 b,CONFIRMED,CANDIDATE,6.73968289,4.183,142.0
Kepler-1387 b,CONFIRMED,CANDIDATE,2.279523364,1.6202,126.8
Kepler-1388 b,CONFIRMED,CANDIDATE,12.2854718,2.996,1617.1
Kepler-1388 c,CONFIRMED,CANDIDATE,5.53609368,2.2942,1223.3
Kepler-1389 b,CONFIRMED,CANDIDATE,99.2532336,7.208,538.0
Kepler-139 b,CONFIRMED,CANDIDATE,15.77111067,5.0574,547.1
Kepler-139 c,CONFIRMED,CANDIDATE,157.0659976,8.1289,551.4
Kepler-139 d,CONFIRMED,CANDIDATE,7.305706326,1.4228,264.9
Kepler-1390 b,CONFIRMED,CANDIDATE,6.4802138,3.27,142.0
Kepler-1391 b,CONFIRMED,CANDIDATE,54.4099612,9.314,193.0
Kepler-1392 b,CONFIRMED,CANDIDATE,15.1408916,4.359,476.8
Kepler-1393 b,CONFIRMED,CANDIDATE,2.44358543,1.852,59.1
Kepler-1394 b,CONFIRMED,CANDIDATE,3.93766786,4.655,24.3
Kepler-1395 b,CONFIRMED,CANDIDATE,3.7847507,2.924,33.5
Kepler-1396 b,CONFIRMED,CANDIDATE,18.2206024,5.109,201.8
Kepler-1397 b,CONFIRMED,CANDIDATE,47.4497134,10.675,206.4
Kepler-1398 b,CONFIRMED,CANDIDATE,2.7881793,3.397,55.8
Kepler-1398 c,CONFIRMED,CANDIDATE,4.13827684,3.449,63.8
Kepler-1399 b,CONFIRMED,CANDIDATE,1.638652525,1.952,166.9
Kepler-14 b,CONFIRMED,CANDIDATE,6.790120801,6.0437,2302.3
Kepler-140 b,CONFIRMED,CANDIDATE,3.254277742,2.9903,159.9
Kepler-140 c,CONFIRMED,CANDIDATE,91.3514816,8.707,210.0
Kepler-1400 b,CONFIRMED,CANDIDATE,9.06687613,3.381,367.2
Kepler-1401 b,CONFIRMED,CANDIDATE,11.20058855,4.562,219.9
Kepler-1402 b,CONFIRMED,CANDIDATE,2.03387483,3.097,73.6
Kepler-1403 b,CONFIRMED,CANDIDATE,5.19492747,3.167,272.9
Kepler-1404 b,CONFIRMED,CANDIDATE,15.9314412,2.435,556.7
Kepler-1405 b,CONFIRMED,CANDIDATE,28.227413,5.782,1113.4
Kepler-1406 b,CONFIRMED,CANDIDATE,11.62904159,2.97,88.0
Kepler-1407 b,CONFIRMED,CANDIDATE,20.0708757,6.354,405.7
Kepler-1408 b,CONFIRMED,CANDIDATE,2.99792926,4.398,45.4
Kepler-141 b,CONFIRMED,CANDIDATE,3.10762684,2.361,77.2
Kepler-141 c,CONFIRMED,CANDIDATE,7.0106324,3.0688,327.3
Kepler-1410 b,CONFIRMED,CANDIDATE,60.8660974,4.397,714.3
Kepler-1411 b,CONFIRMED,CANDIDATE,86.1160885,6.058,875.2
Kepler-1412 b,CONFIRMED,CANDIDATE,3.61460332,3.227,43.9
Kepler-1413 b,CONFIRMED,CANDIDATE,13.1829329,3.594,518.0
Kepler-1414 b,CONFIRMED,CANDIDATE,3.51575492,1.381,237.4
Kepler-1415 b,CONFIRMED,FALSE POSITIVE,0.636424848,0.947,217.9
Kepler-1416 b,CONFIRMED,CANDIDATE,1.4951513,3.43,52.0
Kepler-1417 b,CONFIRMED,CANDIDATE,20.3504704,7.225,101.8
Kepler-1418 b,CONFIRMED,CANDIDATE,22.4765952,3.437,481.4
Kepler-1419 b,CONFIRMED,CANDIDATE,42.5217006,5.723,685.6
Kepler-142 b,CONFIRMED,CANDIDATE,2.024143568,2.5273,239.4
Kepler-142 c,CONFIRMED,CANDIDATE,4.761705895,3.3061,497.1
Kepler-142 d,CONFIRMED,CANDIDATE,41.8085031,7.797,190.4
Kepler-1420 b,CONFIRMED,CANDIDATE,6.69958851,2.831,253.7
Kepler-1421 b,CONFIRMED,CANDIDATE,6.9131732,4.73,39.1
Kepler-1422 b,CONFIRMED,CANDIDATE,18.6052046,6.829,242.5
Kepler-1423 b,CONFIRMED,CANDIDATE,23.9553986,3.204,228.7
Kepler-1424 b,CONFIRMED,CANDIDATE,29.6099055,7.433,120.1
Kepler-1426 b,CONFIRMED,CANDIDATE,14.2563272,4.796,206.1
Kepler-1427 b,CONFIRMED,CANDIDATE,0.968980781,1.517,118.5
Kepler-1428 b,CONFIRMED,CANDIDATE,10.6761592,4.594,151.0
Kepler-1429 b,CONFIRMED,CANDIDATE,4.48494315,2.752,134.9
Kepler-143 b,CONFIRMED,CANDIDATE,16.00747237,1.267,277.6
Kepler-143 c,CONFIRMED,CANDIDATE,27.08239734,5.0119,423.2
Kepler-1430 b,CONFIRMED,CANDIDATE,2.46050095,1.861,276.8
Kepler-1431 b,CONFIRMED,CANDIDATE,5.8660127,3.985,183.0
Kepler-1432 b,CONFIRMED,CANDIDATE,23.9107056,4.996,294.0
Kepler-1433 b,CONFIRMED,CANDIDATE,4.13592927,2.377,156.2
Kepler-1434 b,CONFIRMED,CANDIDATE,8.05337912,5.382,38.3
Kepler-1435 b,CONFIRMED,CANDIDATE,4.45342418,3.654,46.6
Kepler-1436 b,CONFIRMED,CANDIDATE,9.705693,7.702,140.8
Kepler-1437 b,CONFIRMED,CANDIDATE,10.9294815,5.893,196.9
Kepler-1438 b,CONFIRMED,CANDIDATE,2.31941571,1.591,96.4
Kepler-1439 b,CONFIRMED,CANDIDATE,8.07394097,2.455,1056.0
Kepler-144 b,CONFIRMED,CANDIDATE,5.88527364,1.9531,112.7
Kepler-144 c,CONFIRMED,CANDIDATE,10.10463142,2.369,114.6
Kepler-1440 b,CONFIRMED,CANDIDATE,39.859505,7.987,155.5
Kepler-1441 b,CONFIRMED,CANDIDATE,39.4420781,7.029,172.4
Kepler-1442 b,CONFIRMED,CANDIDATE,81.4160138,14.175,762.3
Kepler-1443 b,CONFIRMED,CANDIDATE,2.41810158,2.144,46.8
Kepler-1444 b,CONFIRMED,CANDIDATE,33.4203001,5.307,436.6
Kepler-1445 b,CONFIRMED,CANDIDATE,10.60052083,4.509,60.9
Kepler-1446 b,CONFIRMED,CANDIDATE,0.689967868,1.1688,122.9
Kepler-1447 b,CONFIRMED,CANDIDATE,56.6746666,5.516,883.1
Kepler-1448 b,CONFIRMED,CANDIDATE,12.27057043,3.002,295.5
Kepler-1449 b,CONFIRMED,CANDIDATE,13.2274753,6.356,229.8
Kepler-145 b,CONFIRMED,CANDIDATE,22.95062278,4.4814,129.8
Kepler-145 c,CONFIRMED,CANDIDATE,42.88247951,9.7471,408.9
Kepler-1450 b,CONFIRMED,CANDIDATE,54.5091549,5.125,622.2
Kepler-1451 b,CONFIRMED,CANDIDATE,35.6225528,4.845,651.1
Kepler-1452 b,CONFIRMED,CANDIDATE,42.9136635,5.227,160.6
Kepler-1453 b,CONFIRMED,CANDIDATE,47.1607932,4.003,723.2
Kepler-1455 b,CONFIRMED,CANDIDATE,49.2768448,3.787,1132.9
Kepler-1456 b,CONFIRMED,CANDIDATE,18.1373788,3.844,310.8
Kepler-1457 b,CONFIRMED,CANDIDATE,51.1104797,7.712,330.0
Kepler-1458 b,CONFIRMED,CANDIDATE,47.9869119,5.342,859.3
Kepler-1459 b,CONFIRMED,CANDIDATE,62.869463,6.842,341.7
Kepler-146 b,CONFIRMED,CANDIDATE,31.1588249,5.1803,959.0
Kepler-146 c,CONFIRMED,CANDIDATE,76.7324556,6.243,685.7
Kepler-1460 b,CONFIRMED,CANDIDATE,29.9632816,2.6,893.2
Kepler-1461 b,CONFIRMED,CANDIDATE,29.3493852,4.313,659.2
Kepler-1462 b,CONFIRMED,CANDIDATE,65.6491001,7.298,983.9
Kepler-1463 b,CONFIRMED,CANDIDATE,25.1593389,5.198,358.1
Kepler-1464 b,CONFIRMED,CANDIDATE,31.7787564,8.093,262.0
Kepler-1464 c,CONFIRMED,CANDIDATE,5.32784157,4.696,87.2
Kepler-1465 b,CONFIRMED,CANDIDATE,31.827649,1.639,520.0
Kepler-1466 b,CONFIRMED,CANDIDATE,31.1748311,3.79,200.2
Kepler-1467 b,CONFIRMED,CANDIDATE,47.0568476,5.2232,1531.2
Kepler-1468 b,CONFIRMED,CANDIDATE,8.23983041,5.619,251.0
Kepler-1468 c,CONFIRMED,CANDIDATE,3.54553077,4.143,119.2
Kepler-1468 d,CONFIRMED,CANDIDATE,19.5906103,6.745,297.0
Kepler-1469 b,CONFIRMED,CANDIDATE,21.8634638,3.542,871.0
Kepler-147 b,CONFIRMED,CANDIDATE,12.6119685,6.372,76.5
Kepler-147 c,CONFIRMED,CANDIDATE,33.4160553,8.605,275.8
Kepler-1470 b,CONFIRMED,CANDIDATE,16.2951259,3.678,197.9
Kepler-1471 b,CONFIRMED,CANDIDATE,3.63898953,2.252,209.6
Kepler-1471 c,CONFIRMED,CANDIDATE,11.6044881,3.409,267.6
Kepler-1472 b,CONFIRMED,CANDIDATE,38.1303324,6.53,180.4
Kepler-1473 b,CONFIRMED,CANDIDATE,14.42735088,4.857,117.0
Kepler-1474 b,CONFIRMED,CANDIDATE,36.4337867,4.388,406.8
Kepler-1475 b,CONFIRMED,CANDIDATE,82.175197,8.664,546.4
Kepler-1476 b,CONFIRMED,CANDIDATE,10.35857039,2.577,273.7
Kepler-1477 b,CONFIRMED,CANDIDATE,11.55532445,3.499,250.0
Kepler-1478 b,CONFIRMED,CANDIDATE,26.0841212,6.141,259.7
Kepler-1479 b,CONFIRMED,CANDIDATE,14.53260546,2.4212,328.9
Kepler-148 b,CONFIRMED,CANDIDATE,1.729367077,1.7442,484.4
Kepler-148 c,CONFIRMED,CANDIDATE,4.180048081,2.4479,1765.6
Kepler-148 d,CONFIRMED,CANDIDATE,51.84688984,4.7769,9636.3
Kepler-1480 b,CONFIRMED,CANDIDATE,22.1270885,4.472,418.2
Kepler-1481 b,CONFIRMED,CANDIDATE,5.94228603,2.169,250.0
Kepler-1483 b,CONFIRMED,CANDIDATE,9.5084871,4.372,97.9
Kepler-1484 b,CONFIRMED,CANDIDATE,30.4544418,6.896,472.1
Kepler-1485 b,CONFIRMED,CANDIDATE,19.9158863,6.191,143.2
Kepler-1486 b,CONFIRMED,CANDIDATE,54.6493679,7.962,432.5
Kepler-1487 b,CONFIRMED,CANDIDATE,7.31945294,4.881,166.8
Kepler-1487 c,CONFIRMED,CANDIDATE,35.8007112,8.219,417.4
Kepler-1488 b,CONFIRMED,CANDIDATE,39.818832,10.757,199.1
Kepler-1488 c,CONFIRMED,CANDIDATE,6.15828666,6.329,57.7
Kepler-1489 b,CONFIRMED,CANDIDATE,82.292865,7.048,371.1
Kepler-149 b,CONFIRMED,CANDIDATE,29.19899219,5.1227,2047.2
Kepler-149 c,CONFIRMED,CANDIDATE,55.3291399,6.918,325.7
Kepler-149 d,CONFIRMED,CANDIDATE,160.0191598,5.472,1552.8
Kepler-1490 b,CONFIRMED,CANDIDATE,92.436978,6.432,955.2
Kepler-1491 b,CONFIRMED,CANDIDATE,16.5860329,7.043,231.3
Kepler-1492 b,CONFIRMED,CANDIDATE,16.7525077,3.174,338.3
Kepler-1493 b,CONFIRMED,CANDIDATE,15.0219784,5.068,96.9
Kepler-1494 b,CONFIRMED,CANDIDATE,91.078624,10.304,738.6
Kepler-1495 b,CONFIRMED,CANDIDATE,85.272459,13.31,767.8
Kepler-1496 b,CONFIRMED,CANDIDATE,64.6589166,7.71,235.4
Kepler-1497 b,CONFIRMED,CANDIDATE,8.74192361,4.235,295.7
Kepler-1498 b,CONFIRMED,CANDIDATE,48.0506878,7.999,274.5
Kepler-1499 b,CONFIRMED,CANDIDATE,44.2018402,4.949,235.6
Kepler-15 b,CONFIRMED,CANDIDATE,4.942783419,3.25346,11145.0
Kepler-150 b,CONFIRMED,CANDIDATE,3.42806306,2.417,178.4
Kepler-150 c,CONFIRMED,CANDIDATE,7.381980206,3.1152,1433.8
Kepler-150 d,CONFIRMED,CANDIDATE,12.56096618,3.7647,923.1
Kepler-150 e,CONFIRMED,CANDIDATE,30.8261043,5.914,742.2
Kepler-1500 b,CONFIRMED,CANDIDATE,15.0330623,6.326,132.2
Kepler-1501 b,CONFIRMED,CANDIDATE,14.5565618,4.554,103.8
Kepler-1502 b,CONFIRMED,CANDIDATE,41.7084063,8.567,330.0
Kepler-1503 b,CONFIRMED,CANDIDATE,96.169569,7.496,894.5
Kepler-1504 b,CONFIRMED,CANDIDATE,82.303914,15.404,737.0
Kepler-1505 b,CONFIRMED,CANDIDATE,30.8609783,4.216,128.9
Kepler-1506 b,CONFIRMED,CANDIDATE,14.0328775,6.684,210.9
Kepler-1507 b,CONFIRMED,CANDIDATE,16.0505464,3.171,94.4
Kepler-1508 b,CONFIRMED,CANDIDATE,20.7057153,9.678,115.9
Kepler-1509 b,CONFIRMED,CANDIDATE,25.4337864,6.514,302.0
Kepler-151 b,CONFIRMED,CANDIDATE,15.22895514,2.5967,1124.8
