kepler_name,koi_disposition,koi_pdisposition,koi_period,koi_duration,koi_depth
Kepler-151 c,CONFIRMED,CANDIDATE,24.67458244,3.2648,650.6
Kepler-1510 b,CONFIRMED,CANDIDATE,84.704139,10.393,655.7
Kepler-1511 b,CONFIRMED,CANDIDATE,23.2385587,8.432,161.2
Kepler-1512 b,CONFIRMED,CANDIDATE,20.35971899,2.1521,345.7
Kepler-1513 b,CONFIRMED,CANDIDATE,160.88451966,10.8771,7590.4
Kepler-1514 b,CONFIRMED,CANDIDATE,217.83184293,21.306,9148.7
Kepler-1514 c,CONFIRMED,CANDIDATE,10.51421162,3.877,85.4
Kepler-1515 b,CONFIRMED,CANDIDATE,214.3120439,16.2938,4523.4
Kepler-1516 b,CONFIRMED,CANDIDATE,7.2593226,6.1394,247.5
Kepler-1517 b,CONFIRMED,CANDIDATE,5.546083089,2.717,2211.0
Kepler-1519 b,CONFIRMED,CANDIDATE,240.7990472,16.666,5022.9
Kepler-152 b,CONFIRMED,CANDIDATE,18.20795835,3.7965,1596.9
Kepler-152 c,CONFIRMED,CANDIDATE,88.2553729,4.539,1132.2
Kepler-1520 b,CONFIRMED,CANDIDATE,0.65355361,1.63,4595.9
Kepler-1521 b,CONFIRMED,CANDIDATE,47.1484324,3.1347,1113.8
Kepler-1522 b,CONFIRMED,CANDIDATE,1.847892736,1.8904,323.3
Kepler-1523 b,CONFIRMED,CANDIDATE,0.938750221,1.3568,280.7
Kepler-1524 b,CONFIRMED,CANDIDATE,70.9672087,6.9623,784.7
Kepler-1525 b,CONFIRMED,CANDIDATE,2.41660149,1.9699,83.6
Kepler-1526 b,CONFIRMED,CANDIDATE,3.90863457,1.7704,867.2
Kepler-1527 b,CONFIRMED,CANDIDATE,160.130899,13.775,1183.0
Kepler-1528 b,CONFIRMED,CANDIDATE,1.79110997,2.0917,167.5
Kepler-1529 b,CONFIRMED,CANDIDATE,5.33905606,1.6415,755.5
Kepler-153 b,CONFIRMED,CANDIDATE,18.87022157,3.1404,1096.6
Kepler-153 c,CONFIRMED,CANDIDATE,46.9026431,3.9264,821.3
Kepler-1530 b,CONFIRMED,CANDIDATE,2.5903958,2.088,330.9
Kepler-1530 c,CONFIRMED,CANDIDATE,5.3235335,2.714,342.4
Kepler-1530 d,CONFIRMED,CANDIDATE,9.2075634,3.365,1243.1
Kepler-1531 b,CONFIRMED,CANDIDATE,1.138548215,2.1482,66.2
Kepler-1535 b,CONFIRMED,CANDIDATE,138.944022,10.611,530.2
Kepler-1536 b,CONFIRMED,CANDIDATE,364.751562,13.057,1481.5
Kepler-1537 b,CONFIRMED,CANDIDATE,1.44445234,0.9753,200.7
Kepler-154 b,CONFIRMED,CANDIDATE,33.0405509,3.3613,577.4
Kepler-154 c,CONFIRMED,CANDIDATE,62.3026877,7.509,859.3
Kepler-154 d,CONFIRMED,CANDIDATE,20.5498184,5.5484,1564.3
Kepler-154 e,CONFIRMED,CANDIDATE,3.93276627,2.9403,234.9
Kepler-154 f,CONFIRMED,CANDIDATE,9.91937693,4.326,186.7
Kepler-1541 b,CONFIRMED,CANDIDATE,8.40693068,1.866,167.1
Kepler-1542 b,CONFIRMED,CANDIDATE,3.95116635,2.566,60.9
Kepler-1542 c,CONFIRMED,CANDIDATE,2.89223998,2.521,44.3
Kepler-1543 b,CONFIRMED,CANDIDATE,6.96704926,3.73,213.7
Kepler-1544 b,CONFIRMED,CANDIDATE,168.81133,6.582,614.4
Kepler-1545 b,CONFIRMED,CANDIDATE,163.692336,6.853,1138.0
Kepler-1546 b,CONFIRMED,CANDIDATE,19.597317,4.508,1014.1
Kepler-1547 b,CONFIRMED,CANDIDATE,0.692978457,1.1366,61.0
Kepler-1548 b,CONFIRMED,CANDIDATE,124.827797,6.479,647.5
Kepler-1549 b,CONFIRMED,CANDIDATE,214.881456,9.581,759.2
Kepler-155 b,CONFIRMED,CANDIDATE,5.931196562,2.4999,1007.4
Kepler-155 c,CONFIRMED,CANDIDATE,52.6615266,3.1592,1078.1
Kepler-1550 b,CONFIRMED,CANDIDATE,225.585245,11.166,754.9
Kepler-1551 b,CONFIRMED,CANDIDATE,24.4972683,5.43,449.1
Kepler-1552 b,CONFIRMED,CANDIDATE,184.77271,9.568,951.4
Kepler-1553 b,CONFIRMED,CANDIDATE,4.24263096,2.582,187.6
Kepler-1554 b,CONFIRMED,CANDIDATE,198.088873,7.955,1027.7
Kepler-1555 b,CONFIRMED,CANDIDATE,8.10503551,4.459,209.9
Kepler-1556 b,CONFIRMED,CANDIDATE,8.82715783,2.019,368.6
Kepler-1557 b,CONFIRMED,CANDIDATE,3.74031708,2.394,165.6
Kepler-1558 b,CONFIRMED,CANDIDATE,3.50472344,1.9464,90.7
Kepler-1559 b,CONFIRMED,CANDIDATE,0.971915957,1.6023,73.7
Kepler-156 b,CONFIRMED,CANDIDATE,4.973455252,1.6519,741.6
Kepler-156 c,CONFIRMED,CANDIDATE,15.90688891,3.9879,924.7
Kepler-1560 b,CONFIRMED,CANDIDATE,3.03196812,1.723,81.5
Kepler-1561 b,CONFIRMED,CANDIDATE,1.005205893,1.63,97.5
Kepler-1562 b,CONFIRMED,CANDIDATE,64.2729088,12.136,1213.9
Kepler-1563 b,CONFIRMED,CANDIDATE,3.4327371,4.001,63.2
Kepler-1564 b,CONFIRMED,CANDIDATE,18.0541469,4.587,283.1
Kepler-1565 b,CONFIRMED,CANDIDATE,1.538185321,1.683,277.2
Kepler-1566 b,CONFIRMED,CANDIDATE,0.539915033,1.1466,97.0
Kepler-1567 b,CONFIRMED,CANDIDATE,153.979362,9.028,792.5
Kepler-1568 b,CONFIRMED,CANDIDATE,20.9254083,6.783,109.0
Kepler-1569 b,CONFIRMED,CANDIDATE,5.79179934,3.474,118.5
Kepler-157 b,CONFIRMED,CANDIDATE,1.732346403,2.2139,182.4
Kepler-157 c,CONFIRMED,CANDIDATE,13.54057461,4.4673,461.0
Kepler-157 d,CONFIRMED,CANDIDATE,7.0257409,2.245,190.7
Kepler-1570 b,CONFIRMED,CANDIDATE,26.5487294,7.968,142.0
Kepler-1571 b,CONFIRMED,CANDIDATE,3.38557445,1.879,121.9
Kepler-1572 b,CONFIRMED,CANDIDATE,5.49548533,2.461,85.8
Kepler-1573 b,CONFIRMED,CANDIDATE,2.61576515,2.777,120.4
Kepler-1574 b,CONFIRMED,CANDIDATE,6.94245216,3.491,160.8
Kepler-1575 b,CONFIRMED,CANDIDATE,2.55315031,1.849,185.3
Kepler-1576 b,CONFIRMED,CANDIDATE,6.98472143,2.724,90.7
Kepler-1577 b,CONFIRMED,CANDIDATE,6.30558387,2.619,193.1
Kepler-1578 b,CONFIRMED,CANDIDATE,1.450889836,1.753,135.7
Kepler-1579 b,CONFIRMED,CANDIDATE,0.849906734,1.141,124.3
Kepler-158 b,CONFIRMED,CANDIDATE,16.70920628,2.7052,839.8
Kepler-158 c,CONFIRMED,CANDIDATE,28.55158187,4.1502,807.8
Kepler-1580 b,CONFIRMED,CANDIDATE,56.644452,16.551,104.6
Kepler-1581 b,CONFIRMED,CANDIDATE,6.28384079,4.291,35.7
Kepler-1582 b,CONFIRMED,CANDIDATE,4.83809469,1.096,1544.0
Kepler-1583 b,CONFIRMED,CANDIDATE,9.3281912,3.991,45.2
Kepler-1584 b,CONFIRMED,CANDIDATE,13.3997555,3.534,167.3
Kepler-1585 b,CONFIRMED,CANDIDATE,3.58273837,1.523,360.5
Kepler-1586 b,CONFIRMED,CANDIDATE,15.604841,4.543,73.4
Kepler-1587 b,CONFIRMED,CANDIDATE,9.4061364,4.882,79.5
Kepler-1588 b,CONFIRMED,CANDIDATE,7.84931877,3.747,68.2
Kepler-1589 b,CONFIRMED,CANDIDATE,0.991659646,2.215,77.3
Kepler-159 b,CONFIRMED,CANDIDATE,10.13958818,2.6446,1155.9
Kepler-159 c,CONFIRMED,CANDIDATE,43.5859419,4.6814,1708.7
Kepler-1590 b,CONFIRMED,CANDIDATE,7.61758198,3.545,85.4
Kepler-1591 b,CONFIRMED,CANDIDATE,8.18504859,4.673,97.6
Kepler-1592 b,CONFIRMED,CANDIDATE,3.0570982,3.571,144.0
Kepler-1593 b,CONFIRMED,CANDIDATE,174.510276,6.689,1530.0
Kepler-1594 b,CONFIRMED,CANDIDATE,2.71603664,1.744,98.5
Kepler-1595 b,CONFIRMED,CANDIDATE,4.56383697,2.271,201.8
Kepler-1596 b,CONFIRMED,CANDIDATE,66.373298,8.559,415.0
Kepler-1597 b,CONFIRMED,CANDIDATE,2.94648935,3.155,57.0
Kepler-1598 b,CONFIRMED,CANDIDATE,4.34195312,2.598,73.3
Kepler-1599 b,CONFIRMED,CANDIDATE,122.358116,10.768,352.8
Kepler-160 b,CONFIRMED,CANDIDATE,4.309381978,2.8977,310.7
Kepler-160 c,CONFIRMED,CANDIDATE,13.69942266,4.3409,1292.9
Kepler-1600 c,CONFIRMED,CANDIDATE,7.298142,3.024,370.5
Kepler-1601 b,CONFIRMED,CANDIDATE,2.20923119,2.392,59.8
Kepler-1602 b,CONFIRMED,CANDIDATE,11.17931581,3.103,90.6
Kepler-1603 b,CONFIRMED,CANDIDATE,2.27164952,4.054,82.4
Kepler-1604 b,CONFIRMED,CANDIDATE,0.341842017,1.1554,285.6
Kepler-1605 b,CONFIRMED,CANDIDATE,85.7567919,5.695,159.1
Kepler-1606 b,CONFIRMED,CANDIDATE,196.436796,8.556,631.9
Kepler-1607 b,CONFIRMED,CANDIDATE,13.6471211,8.331,75.0
Kepler-1608 b,CONFIRMED,CANDIDATE,16.473474,4.201,470.5
Kepler-1609 b,CONFIRMED,CANDIDATE,114.336052,14.077,239.8
Kepler-161 b,CONFIRMED,CANDIDATE,4.9213639,1.8806,761.3
Kepler-161 c,CONFIRMED,CANDIDATE,7.064252021,1.3867,728.9
Kepler-1610 b,CONFIRMED,CANDIDATE,8.70179611,3.048,304.1
Kepler-1610 c,CONFIRMED,CANDIDATE,44.9851885,4.164,617.8
Kepler-1611 b,CONFIRMED,CANDIDATE,5.17624997,5.261,78.7
Kepler-1612 b,CONFIRMED,CANDIDATE,3.91794676,2.549,116.5
Kepler-1613 b,CONFIRMED,CANDIDATE,1.5184181,2.842,196.8
Kepler-1614 b,CONFIRMED,CANDIDATE,3.94660745,2.705,309.4
Kepler-1615 b,CONFIRMED,CANDIDATE,47.3128645,11.444,217.4
Kepler-1616 b,CONFIRMED,CANDIDATE,6.76289308,6.204,50.9
Kepler-1617 b,CONFIRMED,CANDIDATE,27.4784659,7.5,83.2
Kepler-1618 b,CONFIRMED,CANDIDATE,6.1082945,3.493,61.1
Kepler-1619 b,CONFIRMED,CANDIDATE,23.6223571,6.852,57.0
Kepler-162 b,CONFIRMED,CANDIDATE,6.91986988,3.4253,170.1
Kepler-162 c,CONFIRMED,CANDIDATE,19.44639139,3.6227,926.0
Kepler-1620 b,CONFIRMED,CANDIDATE,101.952048,5.991,152.5
Kepler-1621 b,CONFIRMED,CANDIDATE,92.263742,8.605,296.9
Kepler-1622 b,CONFIRMED,CANDIDATE,10.8118317,2.627,76.8
Kepler-1623 b,CONFIRMED,CANDIDATE,4.36125889,2.174,189.2
Kepler-163 b,CONFIRMED,CANDIDATE,7.81100952,3.231,126.7
Kepler-163 c,CONFIRMED,CANDIDATE,21.34736612,4.184,630.5
Kepler-164 b,CONFIRMED,CANDIDATE,5.03505665,1.804,151.5
Kepler-164 c,CONFIRMED,CANDIDATE,10.94577783,3.0937,532.8
Kepler-164 d,CONFIRMED,CANDIDATE,28.9869016,3.6233,471.6
Kepler-164 e,CONFIRMED,CANDIDATE,94.886902,6.923,641.7
Kepler-1649 c,CONFIRMED,FALSE POSITIVE,19.5352551,1.013,1732.0
Kepler-165 b,CONFIRMED,CANDIDATE,8.1808949,2.7546,723.5
Kepler-165 c,CONFIRMED,CANDIDATE,15.31296388,3.0935,864.9
Kepler-1650 b,CONFIRMED,CANDIDATE,1.538180949,1.2635,841.0
Kepler-1651 b,CONFIRMED,CANDIDATE,9.8786461,1.8915,1472.7
Kepler-1652 b,CONFIRMED,CANDIDATE,38.0970717,4.307,913.3
Kepler-1653 b,CONFIRMED,CANDIDATE,140.251943,6.576,567.7
Kepler-1655 b,CONFIRMED,CANDIDATE,11.87290814,2.5342,332.7
Kepler-1656 b,CONFIRMED,CANDIDATE,31.578651216,2.12791,2125.4
Kepler-1657 b,CONFIRMED,CANDIDATE,141.2415405,6.7645,12990.0
Kepler-1658 b,CONFIRMED,CANDIDATE,3.849371737,2.632,1298.6
Kepler-1659 c,CONFIRMED,CANDIDATE,20.4074846,8.839,363.4
Kepler-166 b,CONFIRMED,CANDIDATE,7.650243513,2.752,981.4
Kepler-166 c,CONFIRMED,CANDIDATE,34.25951418,4.7743,1072.5
Kepler-166 d,CONFIRMED,CANDIDATE,1.55400389,1.7664,465.8
Kepler-1662 b,CONFIRMED,CANDIDATE,134.4785189,5.9288,4033.5
Kepler-1663 b,CONFIRMED,CANDIDATE,17.60461401,3.716,2292.1
Kepler-1664 b,CONFIRMED,CANDIDATE,14.38682567,2.1417,569.6
Kepler-1665 b,CONFIRMED,CANDIDATE,11.95474513,2.1433,903.4
Kepler-1666 b,CONFIRMED,CANDIDATE,25.8474958,5.985,537.4
Kepler-1666 c,CONFIRMED,CANDIDATE,40.715561,6.894,680.9
Kepler-1667 b,CONFIRMED,CANDIDATE,83.5781976,7.2487,630.8
Kepler-1668 b,CONFIRMED,CANDIDATE,15.43400996,4.2572,1785.9
Kepler-1669 b,CONFIRMED,CANDIDATE,9.51220046,2.9497,1169.4
Kepler-1669 c,CONFIRMED,CANDIDATE,1.609321941,1.6067,728.5
Kepler-1669 d,CONFIRMED,CANDIDATE,4.72941177,2.234,434.3
Kepler-167 b,CONFIRMED,CANDIDATE,4.393157678,2.4455,447.2
Kepler-167 c,CONFIRMED,CANDIDATE,7.40611676,2.8826,417.9
Kepler-167 d,CONFIRMED,CANDIDATE,21.803708,3.369,246.4
Kepler-167 e,CONFIRMED,CANDIDATE,1071.232624,16.1784,19046.0
Kepler-1670 b,CONFIRMED,CANDIDATE,20.4998763,6.501,437.8
Kepler-1671 b,CONFIRMED,CANDIDATE,4.16787814,2.2136,168.1
Kepler-1672 b,CONFIRMED,CANDIDATE,150.8783198,8.6797,659.9
Kepler-1673 b,CONFIRMED,CANDIDATE,33.7888028,5.496,649.2
Kepler-1674 b,CONFIRMED,CANDIDATE,62.5613879,5.907,1372.6
Kepler-1675 b,CONFIRMED,CANDIDATE,63.0380366,7.3702,658.7
Kepler-1677 b,CONFIRMED,CANDIDATE,22.06402,4.1,388.7
Kepler-1678 b,CONFIRMED,CANDIDATE,147.97391,6.854,1267.1
Kepler-1679 b,CONFIRMED,CANDIDATE,9.75374033,2.348,430.8
Kepler-168 b,CONFIRMED,CANDIDATE,4.42535097,3.504,179.0
Kepler-168 c,CONFIRMED,CANDIDATE,13.19322809,5.0036,585.7
Kepler-1680 b,CONFIRMED,CANDIDATE,8.77425786,2.2245,239.6
Kepler-1681 b,CONFIRMED,CANDIDATE,69.8956789,5.276,548.4
Kepler-1682 b,CONFIRMED,CANDIDATE,14.83340944,3.927,783.0
Kepler-1683 b,CONFIRMED,CANDIDATE,15.03366411,3.272,374.9
Kepler-1684 b,CONFIRMED,CANDIDATE,47.7052566,5.959,1161.5
Kepler-1685 b,CONFIRMED,CANDIDATE,20.49041,4.369,661.8
Kepler-1686 b,CONFIRMED,CANDIDATE,9.30991834,3.455,114.5
Kepler-1687 b,CONFIRMED,CANDIDATE,5.77957133,2.5213,396.6
Kepler-1688 b,CONFIRMED,CANDIDATE,5.62006198,2.751,190.1
Kepler-1689 b,CONFIRMED,CANDIDATE,8.48299282,2.505,69.1
Kepler-169 b,CONFIRMED,CANDIDATE,3.25058201,2.2537,218.4
Kepler-169 c,CONFIRMED,CANDIDATE,6.1954595,2.952,296.4
Kepler-169 d,CONFIRMED,CANDIDATE,8.34819209,2.835,288.9
Kepler-169 e,CONFIRMED,CANDIDATE,13.76710058,2.9105,684.8
Kepler-169 f,CONFIRMED,CANDIDATE,87.0912594,7.0,1129.1
Kepler-1690 b,CONFIRMED,CANDIDATE,234.635652,6.965,868.5
Kepler-1691 b,CONFIRMED,CANDIDATE,3.84822189,2.013,203.9
Kepler-1692 b,CONFIRMED,CANDIDATE,5.95958637,2.899,133.1
Kepler-1693 b,CONFIRMED,CANDIDATE,12.0999065,3.558,165.5
Kepler-1693 c,CONFIRMED,CANDIDATE,5.36375016,2.94,114.3
Kepler-1694 b,CONFIRMED,CANDIDATE,3.89524296,1.689,189.0
Kepler-1695 b,CONFIRMED,CANDIDATE,4.73292061,1.746,151.6
Kepler-1696 b,CONFIRMED,CANDIDATE,65.9407869,7.776,580.4
Kepler-1698 b,CONFIRMED,CANDIDATE,1.210693626,1.434,159.1
Kepler-17 b,CONFIRMED,CANDIDATE,1.485710994,2.2874,20824.0
Kepler-170 b,CONFIRMED,CANDIDATE,7.930583519,3.6083,826.1
Kepler-170 c,CONFIRMED,CANDIDATE,16.6658994,4.1934,754.2
Kepler-1701 b,CONFIRMED,CANDIDATE,169.135056,8.931,640.7
Kepler-1702 b,CONFIRMED,CANDIDATE,18.5010898,3.179,421.1
Kepler-1703 b,CONFIRMED,CANDIDATE,21.1876185,3.69,71.7
Kepler-1704 b,CONFIRMED,CANDIDATE,988.8811177,5.9504,5060.0
Kepler-1705 b,CONFIRMED,CANDIDATE,9.0194714,5.92,191.6
Kepler-1709 b,CONFIRMED,CANDIDATE,65.7045275,3.3104,636.1
Kepler-171 b,CONFIRMED,CANDIDATE,4.16696628,2.7535,877.7
Kepler-171 c,CONFIRMED,CANDIDATE,11.46347165,2.599,1048.6
Kepler-171 d,CONFIRMED,CANDIDATE,39.6034,6.487,572.7
Kepler-1710 b,CONFIRMED,CANDIDATE,14.91095177,3.325,864.5
Kepler-1711 b,CONFIRMED,CANDIDATE,21.06075303,5.2472,301.2
Kepler-1712 b,CONFIRMED,CANDIDATE,13.81504449,2.3244,1032.6
Kepler-1713 b,CONFIRMED,CANDIDATE,18.01164974,6.7367,107.8
Kepler-1714 b,CONFIRMED,CANDIDATE,10.27532513,6.3093,209.7
Kepler-1715 b,CONFIRMED,CANDIDATE,35.5969684,6.691,684.5
Kepler-1716 b,CONFIRMED,CANDIDATE,35.58349688,3.9885,937.6
Kepler-1717 b,CONFIRMED,CANDIDATE,30.6528935,4.99,269.7
Kepler-1718 b,CONFIRMED,CANDIDATE,135.1879934,8.8191,663.4
Kepler-1719 b,CONFIRMED,CANDIDATE,6.14955931,5.5694,333.7
Kepler-172 b,CONFIRMED,CANDIDATE,2.940304817,2.7226,472.4
Kepler-172 c,CONFIRMED,CANDIDATE,6.38899658,3.5032,543.3
Kepler-172 d,CONFIRMED,CANDIDATE,14.62709685,4.097,396.4
Kepler-172 e,CONFIRMED,CANDIDATE,35.1184432,4.59,542.4
Kepler-1720 b,CONFIRMED,CANDIDATE,12.70636123,2.395,871.7
Kepler-1721 b,CONFIRMED,CANDIDATE,4.592393816,2.2748,1027.7
Kepler-1722 b,CONFIRMED,CANDIDATE,9.17858526,2.1945,796.5
Kepler-1723 b,CONFIRMED,CANDIDATE,39.7529915,4.9641,549.3
Kepler-1724 b,CONFIRMED,CANDIDATE,6.45442931,2.6772,586.1
Kepler-1725 b,CONFIRMED,CANDIDATE,16.71987303,3.317,523.1
Kepler-1726 b,CONFIRMED,CANDIDATE,18.39629744,2.7838,680.2
Kepler-1727 b,CONFIRMED,CANDIDATE,9.02930689,3.1449,1019.8
Kepler-1728 b,CONFIRMED,CANDIDATE,4.783002698,2.335,1008.7
Kepler-1729 b,CONFIRMED,CANDIDATE,4.220965778,3.0854,2260.0
Kepler-173 b,CONFIRMED,CANDIDATE,4.26374378,2.2725,182.0
Kepler-173 c,CONFIRMED,CANDIDATE,8.00579096,3.0549,629.7
Kepler-1730 b,CONFIRMED,CANDIDATE,13.81020318,3.048,1309.7
Kepler-1731 b,CONFIRMED,CANDIDATE,21.76129812,1.243,1300.7
Kepler-1732 b,CONFIRMED,CANDIDATE,32.3122867,6.569,677.8
Kepler-1733 b,CONFIRMED,CANDIDATE,9.22961384,2.235,492.1
Kepler-1734 b,CONFIRMED,CANDIDATE,6.79685353,3.1702,393.1
Kepler-1735 b,CONFIRMED,CANDIDATE,7.71790675,1.84,306.8
Kepler-1736 b,CONFIRMED,CANDIDATE,37.8102649,8.733,570.3
Kepler-1737 b,CONFIRMED,CANDIDATE,64.617518,5.796,2486.6
Kepler-1738 b,CONFIRMED,CANDIDATE,7.6746614,1.9374,503.0
Kepler-1739 b,CONFIRMED,CANDIDATE,7.34373964,1.1784,574.4
Kepler-174 b,CONFIRMED,CANDIDATE,13.98177862,2.958,1018.4
Kepler-174 c,CONFIRMED,CANDIDATE,44.0003975,5.1115,599.6
Kepler-174 d,CONFIRMED,CANDIDATE,247.354914,8.677,1291.8
Kepler-1740 b,CONFIRMED,CANDIDATE,8.17242644,3.902,864.3
Kepler-1741 b,CONFIRMED,CANDIDATE,2.757584622,0.9267,563.1
Kepler-1742 b,CONFIRMED,CANDIDATE,49.4781446,2.493,496.6
Kepler-1743 b,CONFIRMED,CANDIDATE,7.64970832,6.625,55.4
Kepler-1744 b,CONFIRMED,CANDIDATE,37.1011418,5.5556,1357.5
Kepler-1745 b,CONFIRMED,CANDIDATE,3.016182013,2.8349,222.5
Kepler-1746 b,CONFIRMED,CANDIDATE,321.2124365,4.012,2358.6
Kepler-1747 b,CONFIRMED,CANDIDATE,6.230335,1.6493,1449.2
Kepler-1748 b,CONFIRMED,CANDIDATE,5.82348911,2.2441,888.7
Kepler-1749 b,CONFIRMED,CANDIDATE,14.53410833,3.3094,510.6
Kepler-175 b,CONFIRMED,CANDIDATE,11.90352088,4.297,633.0
Kepler-175 c,CONFIRMED,CANDIDATE,34.0350605,6.695,727.8
Kepler-1750 b,CONFIRMED,CANDIDATE,205.912735,9.992,2378.8
Kepler-1751 b,CONFIRMED,CANDIDATE,7.01733571,3.567,255.5
Kepler-1752 b,CONFIRMED,CANDIDATE,56.3587987,6.927,2559.6
Kepler-1753 b,CONFIRMED,CANDIDATE,16.00460392,3.9475,831.9
Kepler-1754 b,CONFIRMED,CANDIDATE,8.19596647,2.824,792.8
Kepler-1755 b,CONFIRMED,CANDIDATE,24.81097206,3.2245,2090.8
Kepler-1756 b,CONFIRMED,CANDIDATE,2.35574505,1.796,266.9
Kepler-1757 b,CONFIRMED,CANDIDATE,19.65639342,3.226,843.2
Kepler-1758 b,CONFIRMED,CANDIDATE,9.97716876,5.908,252.9
Kepler-1759 b,CONFIRMED,CANDIDATE,3.72020708,1.892,156.9
Kepler-176 b,CONFIRMED,CANDIDATE,5.433132902,2.4012,328.2
Kepler-176 c,CONFIRMED,CANDIDATE,12.75934489,3.5889,882.1
Kepler-176 d,CONFIRMED,CANDIDATE,25.75274977,2.7678,738.9
Kepler-1760 b,CONFIRMED,CANDIDATE,38.3262237,3.073,392.1
Kepler-1761 b,CONFIRMED,CANDIDATE,4.04355245,1.965,416.2
Kepler-1762 b,CONFIRMED,CANDIDATE,29.5390897,4.139,403.3
Kepler-1763 b,CONFIRMED,CANDIDATE,1.480283464,2.486,60.5
Kepler-1764 b,CONFIRMED,CANDIDATE,70.468171,6.653,922.4
Kepler-1765 b,CONFIRMED,CANDIDATE,10.4188915,3.0069,670.0
Kepler-1766 b,CONFIRMED,CANDIDATE,105.0145774,7.426,296.0
Kepler-1767 b,CONFIRMED,CANDIDATE,59.6585348,5.514,1043.8
Kepler-1768 b,CONFIRMED,CANDIDATE,15.13590453,2.236,255.7
Kepler-1769 b,CONFIRMED,CANDIDATE,89.1935737,4.0104,868.3
Kepler-177 b,CONFIRMED,CANDIDATE,36.8567758,7.495,714.1
Kepler-177 c,CONFIRMED,CANDIDATE,49.41121127,5.278,3184.0
Kepler-1770 b,CONFIRMED,CANDIDATE,16.84183355,2.6194,822.1
Kepler-1771 b,CONFIRMED,CANDIDATE,88.6440015,7.82,625.5
Kepler-1772 b,CONFIRMED,CANDIDATE,3.215109385,4.365,158.0
Kepler-1773 b,CONFIRMED,CANDIDATE,40.80957343,3.158,436.1
Kepler-1774 b,CONFIRMED,CANDIDATE,59.7711433,4.843,574.5
Kepler-1775 b,CONFIRMED,CANDIDATE,85.6542476,6.866,476.0
Kepler-1776 b,CONFIRMED,CANDIDATE,35.01190875,2.868,436.7
Kepler-1777 b,CONFIRMED,CANDIDATE,12.18420006,2.5014,499.3
Kepler-1778 b,CONFIRMED,CANDIDATE,10.08744556,2.9884,568.1
Kepler-1779 b,CONFIRMED,CANDIDATE,16.34355902,5.474,829.4
Kepler-178 b,CONFIRMED,CANDIDATE,9.57665962,3.3603,746.8
Kepler-178 c,CONFIRMED,CANDIDATE,20.55280311,2.2013,727.3
Kepler-178 d,CONFIRMED,CANDIDATE,96.6781852,5.6957,951.3
Kepler-1780 b,CONFIRMED,CANDIDATE,109.4450597,3.792,1269.6
Kepler-1781 b,CONFIRMED,CANDIDATE,4.88753111,2.034,679.6
Kepler-1782 b,CONFIRMED,CANDIDATE,5.756245244,1.071,623.6
Kepler-1783 b,CONFIRMED,CANDIDATE,8.27745764,2.713,197.2
Kepler-1784 b,CONFIRMED,CANDIDATE,13.59051547,3.784,621.9
Kepler-1785 b,CONFIRMED,CANDIDATE,19.58561177,1.755,532.9
Kepler-1786 b,CONFIRMED,CANDIDATE,78.5461106,8.689,658.7
Kepler-1787 b,CONFIRMED,CANDIDATE,39.3135699,5.0137,500.1
Kepler-1788 b,CONFIRMED,CANDIDATE,2.800111267,1.0237,706.7
Kepler-179 b,CONFIRMED,CANDIDATE,2.735900074,1.9359,428.9
Kepler-179 c,CONFIRMED,CANDIDATE,6.400157105,2.0004,743.2
Kepler-1790 b,CONFIRMED,CANDIDATE,31.5888979,3.438,360.6
Kepler-1791 b,CONFIRMED,CANDIDATE,7.72085047,1.8264,267.0
Kepler-1792 b,CONFIRMED,CANDIDATE,4.19577385,2.1557,874.2
Kepler-1793 b,CONFIRMED,CANDIDATE,8.77997349,3.2201,755.7
Kepler-1794 b,CONFIRMED,CANDIDATE,9.76293284,3.064,553.2
Kepler-1795 b,CONFIRMED,CANDIDATE,13.36019864,2.788,699.9
Kepler-1796 b,CONFIRMED,CANDIDATE,29.4557841,3.451,533.8
Kepler-1797 b,CONFIRMED,CANDIDATE,23.3593589,5.389,570.1
Kepler-1798 b,CONFIRMED,CANDIDATE,16.85592593,2.309,871.5
Kepler-1799 b,CONFIRMED,CANDIDATE,11.92979348,6.152,709.3
Kepler-18 b,CONFIRMED,CANDIDATE,3.504691252,1.9811,315.1
Kepler-18 c,CONFIRMED,CANDIDATE,7.641567589,3.41018,2269.7
Kepler-18 d,CONFIRMED,CANDIDATE,14.85890852,3.5252,3269.0
Kepler-180 b,CONFIRMED,CANDIDATE,13.81733587,4.261,223.2
Kepler-180 c,CONFIRMED,CANDIDATE,41.8854433,6.763,687.4
Kepler-1800 b,CONFIRMED,CANDIDATE,4.5620407,2.8521,81.6
Kepler-1801 b,CONFIRMED,CANDIDATE,10.44087398,3.743,821.5
Kepler-1802 b,CONFIRMED,CANDIDATE,7.72513619,2.042,382.2
Kepler-1802 c,CONFIRMED,CANDIDATE,33.1362861,4.163,825.2
Kepler-1804 b,CONFIRMED,CANDIDATE,12.2885046,2.807,342.1
Kepler-1805 b,CONFIRMED,CANDIDATE,8.84784273,2.0572,460.2
Kepler-1807 b,CONFIRMED,CANDIDATE,10.86062378,2.2874,189.6
Kepler-1808 b,CONFIRMED,CANDIDATE,23.34036251,2.054,615.1
Kepler-1809 b,CONFIRMED,CANDIDATE,3.757294695,0.9269,273.3
Kepler-181 b,CONFIRMED,CANDIDATE,3.137845914,1.91,305.7
